Date,BC_emissions,C2F6_emissions,CCl4_emissions,CF4_emissions,CFC11_emissions,CFC113_emissions,CFC114_emissions,CFC115_emissions,CFC12_emissions,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_emissions,CH4_emissions,CO_emissions,ffi_emissions,halon1211_emissions,halon1301_emissions,halon2402_emissions,HCFC141b_emissions,HCFC142b_emissions,HCFC22_emissions,HFC125_emissions,HFC134a_emissions,HFC143a_emissions,HFC227ea_emissions,HFC23_emissions,HFC245fa_emissions,HFC32_emissions,HFC4310_emissions,luc_emissions,N2O_emissions,NOX_emissions,OC_emissions,SF6_emissions,SO2_emissions,NMVOC_emissions
1819,2.304129482,0,0.024856862,0.010071225,0,0,0,0,0,104.92235,0,4267.0511,31.84544135,378.3325838,0.299508585,0.007723273,0,0,0,0,0,0,0,0,3.32E-06,0,0,0.000248681,0,0.285396126,0.099590559,4.14301571,16.66519821,0,1476.937797,63.25758927
1820,2.321048766,0,0.024856862,0.010071225,0,0,0,0,0,104.88909,0,4265.3029,32.33339467,382.4197483,0.304974644,0.007723273,0,0,0,0,0,0,0,0,3.36E-06,0,0,0.000252562,0,0.290646593,0.10147205,4.137834267,16.96356441,0,1496.621906,64.0766433
1821,2.333483777,0,0.024856862,0.010071225,0,0,0,0,0,104.93899,0,4267.9261,32.52138863,382.8975341,0.310546904,0.007723273,0,0,0,0,0,0,0,0,3.40E-06,0,0,0.000256853,0,0.295993653,0.103389087,4.212226721,16.86010032,0,1502.480919,63.98744909
1822,2.302515118,0,0.024856862,0.010071225,0,0,0,0,0,104.92104,0,4266.9822,32.73451052,378.6708004,0.316563299,0.007723273,0,0,0,0,0,0,0,0,3.43E-06,0,0,0.000260807,0,0.301439084,0.105342341,4.046446159,16.79629808,0,1495.973256,63.22724653
1823,2.282471765,0,0.024856862,0.010071225,0,0,0,0,0,104.94096,0,4268.0293,32.75571509,374.3931813,0.323013132,0.007723273,0,0,0,0,0,0,0,0,3.47E-06,0,0,0.000264954,0,0.306984695,0.107332496,4.020228831,16.53271228,0,1496.100456,62.26076437
1824,2.310947811,0,0.024856862,0.010071225,0,0,0,0,0,104.93425,0,4267.6765,33.0519787,377.0407114,0.329123346,0.007723273,0,0,0,0,0,0,0,0,3.50E-06,0,0,0.000268965,0,0.312632329,0.10936025,4.135759455,16.47072526,0,1509.377158,62.5634338
1825,2.322703112,0,0.024856862,0.010071225,0,0,0,0,0,104.91652,0,4266.7449,33.52533882,380.3167498,0.335596097,0.007723273,0,0,0,0,0,0,0,0,3.54E-06,0,0,0.000272916,0,0.318383863,0.111426313,4.096551519,16.80867752,0,1534.608842,63.18578955
1826,2.320968834,0,0.024856862,0.010071225,0,0,0,0,0,104.90841,0,4266.3186,33.7481029,378.8222655,0.341612914,0.007723273,0,0,0,0,0,0,0,0,3.57E-06,0,0,0.000276916,0,0.324241209,0.113531408,4.088749933,16.62077908,0,1528.402855,62.81594151
1827,2.346337782,0,0.024856862,0.010071225,0,0,0,0,0,104.91515,0,4266.6729,34.15505001,382.4773392,0.348834904,0.007723273,0,0,0,0,0,0,0,0,3.61E-06,0,0,0.000280996,0,0.330206314,0.115676273,4.142257251,16.79991923,0,1562.432549,63.38999011
1828,2.420774153,0,0.024856862,0.010071225,0,0,0,0,0,104.87222,0,4264.4159,34.99912851,395.9754325,0.355094505,0.007723273,0,0,0,0,0,0,0,0,3.64E-06,0,0,0.0002848,0,0.336281159,0.11786166,4.302772995,17.4805645,0,1614.23971,65.90535949
